,loss,binary_accuracy,val_loss,val_binary_accuracy
0,0.8288128972053528,0.5021833777427673,0.6779258251190186,0.6909090876579285
1,0.7808595895767212,0.4978165924549103,0.7159878015518188,0.2510489523410797
2,0.7659062147140503,0.5,0.7083660364151001,0.3069930076599121
3,0.7474335432052612,0.5222707390785217,0.7088484168052673,0.2874125838279724
4,0.7464362382888794,0.4921397268772125,0.7042017579078674,0.3482517600059509
5,0.7410584688186646,0.5,0.6895139813423157,0.5678321719169617
6,0.7349975109100342,0.4986899495124817,0.7010351419448853,0.4104894995689392
7,0.7206408977508545,0.5131004452705383,0.6704452633857727,0.7454545497894287
8,0.7254278063774109,0.5192139744758606,0.6878961324691772,0.5636363625526428
9,0.7211441993713379,0.5109170079231262,0.69206702709198,0.522377610206604
10,0.7123854160308838,0.5218340754508972,0.6725305318832397,0.6699300408363342
11,0.7069188356399536,0.5292576551437378,0.6682571768760681,0.655244767665863
12,0.7150956988334656,0.5069869160652161,0.6779205203056335,0.6468531489372253
13,0.7185440063476562,0.5056768655776978,0.6790539026260376,0.6265734434127808
14,0.7067734599113464,0.5358078479766846,0.6684271097183228,0.6720279455184937
